id,common_name,current_distribution,family,federal_listing_status,scientific_name,image,photo_credit
1,"Auriculate false-foxglove","AR, IL, IN, KS, MD, MI, MN, MO, MS, OH, OK, PA, SC, TN, TX, VA, WI, WV;",Scrophulariaceae,"Not Listed","Agalinis auriculata",https://live.staticflickr.com/65535/53411161716_035efe01a1_z.jpg,https://www.wildflower.org/gallery/result.php?id_image=87350
2,"No common name",MO;,Fabaceae,"Not Listed","Amorpha canescens",https://live.staticflickr.com/65535/53411607415_0612864992_z.jpg,https://www.wildflower.org/gallery/result.php?id_image=8967
3,"No common name","AR, IN, MI, MO, WI;",Brassicaceae,"Not Listed","Arabis missouriensis deamii",https://live.staticflickr.com/65535/53411337503_ef2d045aa0_z.jpg,https://www.wildflower.org/gallery/result.php?id_image=45129
4,"Mead's milkweed","IA, IL, IN, KS, MO, WI; U.S.A. (WI, MO, KS, IN, IL, IA)",Asclepiadaceae,Threatened,"Asclepias meadii",https://live.staticflickr.com/65535/53410240592_6e1d782cc3_b.jpg,https://www.fs.usda.gov/wildflowers/plant-of-the-week/images/meadsmilkweed/asclepias_meadii_full.jpg
5,"Scott's spleenwort","AL, AR, CT, DE, GA, IL, MA, MO, NC, NJ, OH, PA, TN, VA, WV;",Aspleniaceae,"Not Listed","Asplenium ebenoides",https://live.staticflickr.com/65535/53410240672_5e86a626a5_h.jpg,https://www.pumpkinbeth.com/plants/asplenium-x-ebenoides/
6,"Decurrent false aster","IL, MO; U.S.A. (MO, IL)",Asteraceae,Threatened,"Boltonia decurrens",https://live.staticflickr.com/65535/53411337648_70a1ebac01_c.jpg,https://www.missouribotanicalgarden.org/PlantFinder/FullImageDisplay.aspx?documentid=7865
7,"Ofer Hollow reedgrass","AR, IL, KY, MO, OH;",Poaceae,"Not Listed","Calamagrostis porteri insperata",https://live.staticflickr.com/65535/53410240677_80bbd2694f_k.jpg,https://www.inaturalist.org/observations/38552275
8,"[Unnamed] poppy-mallow","AR, IA, KS, MO, OK;",Malvaceae,"Not Listed","Callirhoe bushii",https://live.staticflickr.com/65535/53411337763_865d68e230_z.jpg,https://www.wildflower.org/gallery/result.php?id_image=21680
9,"Oklahoma grasspink","AR, IL, LA, MO, MS, OK, TX, WI;",Orchidaceae,"Not Listed","Calopogon oklahomensis",https://live.staticflickr.com/65535/53411161921_b376f59804_z.jpg,https://www.wildflower.org/gallery/result.php?id_image=34129
10,"[Unnamed] sedge","CT, DE, MA, MO, NC, NJ, NY, PA, VA, VT, WI;",Cyperaceae,"Not Listed","Carex schweinitzii",https://live.staticflickr.com/65535/53411607520_407248ba3c_z.jpg,https://guides.nynhp.org/media/i10030.jpg
11,"[Unnamed] sedge","AR, IL, IN, KY, MO, TN;",Cyperaceae,"Not Listed","Carex socialis",https://live.staticflickr.com/65535/53410240667_8567371627_c.jpg,https://www.babikow.com/plant-name/Carex-socialis
12,"Ozark chinquapin","AL, AR, MO, OK;",Fagaceae,"Not Listed","Castanea pumila ozarkensis",https://live.staticflickr.com/65535/53411161831_63243a2aaa_c.jpg,https://www.missouribotanicalgarden.org/PlantFinder/FullImageDisplay.aspx?documentid=19664
13,"No common name","AR, IA, IL, IN, KY, MI, MO;",Scrophulariaceae,"Not Listed","Chelone obliqua speciosa",https://live.staticflickr.com/65535/53410240657_bc894fe1c7_c.jpg,https://en.wikipedia.org/wiki/Chelone_obliqua#/media/File:Lamiales_-_Chelone_obliqua_-_1.jpg
14,"No common name","AL, AR, GA, IL, IN, KY, MO, MS, NC, OK, SC, TN;",Fabaceae,"Not Listed","Cladrastis kentukea",https://live.staticflickr.com/65535/53411607625_84fa0364ba_z.jpg,https://www.wildflower.org/gallery/result.php?id_image=42903
15,"Umbrella sedge","IL, LA, MO, TX;",Cyperaceae,"Not Listed","Cyperus grayoides",https://live.staticflickr.com/65535/53411337753_a212cfc542_z.jpg,https://www.wildflower.org/gallery/result.php?id_image=48806
16,"Small white lady's-slipper","AL, DE, IA, IL, IN, KY, MD, MI, MN, MO, ND, NE, NJ, NY, OH, PA, SD, WI;",Orchidaceae,"Not Listed","Cypripedium candidum",https://live.staticflickr.com/65535/53411493099_0515a1948e_z.jpg,https://www.wildflower.org/gallery/result.php?id_image=6898
17,"[Unnamed] larkspur","AR, MO;",Ranunculaceae,"Not Listed","Delphinium treleasei",https://live.staticflickr.com/65535/53410240647_028dd26953_b.jpg,https://www.missouribotanicalgarden.org/PlantFinder/FullImageDisplay.aspx?documentid=73959
18,"French's shootingstar","AR, IL, IN, KY, MO;",Primulaceae,"Not Listed","Dodecatheon frenchii",https://live.staticflickr.com/65535/53411493104_906ce491a6_b.jpg,https://en.wikipedia.org/wiki/Primula_frenchii#/media/File:Primula_frenchii_Pope_County,_IL_2018.jpg
19,"No common name","AR, GA, MO, OK, SC;",Brassicaceae,"Not Listed","Draba aprica",https://live.staticflickr.com/65535/53411337738_8b23421163_z.jpg,https://www.wildflower.org/gallery/result.php?id_image=40789
20,"No common name","IA, IL, IN, KS, LA, MN, MO, ND, NE, OH, WI;",Cyperaceae,"Not Listed","Eleocharis wolfii",https://live.staticflickr.com/65535/53411337723_0cd098938d_z.jpg,https://www.wildflower.org/gallery/result.php?id_image=48576
21,"[Unnamed] aster","AR, IA, IL, IN, MO, WI;",Asteraceae,"Not Listed","Eurybia furcata",https://live.staticflickr.com/65535/53411607610_ed433f0d27_k.jpg,https://illinoisbotanizer.com/site/assets/files/2528/eurybia_furcata_scaled_copyright_dsc_0005.jpg
22,"No common name","AR, LA, MO, TX; U.S.A. (MO, LA, AR, TX)",Caryophyllaceae,Threatened,"Geocarpon minimum",https://live.staticflickr.com/65535/53410240642_da59858487_b.jpg,https://en.wikipedia.org/wiki/Geocarpon#/media/File:Geocarpon_minimum_in_situ.jpg
23,"Virginia sneezeweed","IN, MO, VA; U.S.A. (VA, MO)",Asteraceae,Threatened,"Helenium virginicum",https://live.staticflickr.com/65535/53411337588_87966cb759_b.jpg,https://www.missouribotanicalgarden.org/PlantFinder/FullImageDisplay.aspx?documentid=73350
24,"No common name",MO;,Saxifragaceae,"Not Listed","Heuchera missouriensis",https://live.staticflickr.com/65535/53410240632_7f0a468fa8_b.jpg,https://tennessee-kentucky.plantatlas.usf.edu/plant.aspx?id=2015#plant-photos
25,Goldenseal,"AL, AR, CT, DE, GA, IA, IL, IN, KY, MD, MI, MN, MO, MS, NC, NY, OH, PA, TN, VA, VT, WI, WV;",Ranunculaceae,"Not Listed","Hydrastis canadensis",https://live.staticflickr.com/65535/53411337713_bc25d95225_z.jpg,https://www.wildflower.org/gallery/result.php?id_image=32104
26,Pondberry,"AL, AR, GA, MO, MS, NC, SC, TN; U.S.A. (SC, NC, MS, MO, LA, GA, FL, AR, AL)",Lauraceae,Endangered,"Lindera melissifolia",https://live.staticflickr.com/65535/53411161901_de79dbff1e_z.jpg,https://www.wildflower.org/gallery/result.php?id_image=50398
27,"No common name","AL, IL, KS, KY, MO, NE, TN;",Malvaceae,"Not Listed","Malvastrum hispidum",https://live.staticflickr.com/65535/53411337563_29233a343c_b.jpg,https://tennessee-kentucky.plantatlas.usf.edu/plant.aspx?id=1764#plant-photos
28,"Forbes saxifrage","IA, IL, IN, MN, MO, WI;",Saxifragaceae,"Not Listed","Micranthes pensylvanica",https://live.staticflickr.com/65535/53411161786_4b52ca8364_w.jpg,"https://www.amandasnativeplants.com/product-page/micranthes-pensylvanica-swamp-saxifrage#:~:text=Swamp%20saxifrage%20is%20a%20lovely,bear%20ten%20yellow%2Dtopped%20stamens"
29,"[Unnamed] muhly","IL, MO, OH, PA;",Poaceae,"Not Listed","Muhlenbergia curtisetosa",https://live.staticflickr.com/65535/53411161776_24c1b19157.jpg,https://www.eeob.iastate.edu/research/IowaGrasses/speciespages/MuhleXCurt/MuhXCurPl1.html
30,"No common name","AL, AR, GA, MO, MS, TN;",Rosaceae,"Not Listed","Neviusia alabamensis",https://live.staticflickr.com/65535/53411337708_beaf037675_z.jp,https://www.wildflower.org/gallery/result.php?id_image=23392
31,"No common name","AR, MO, OK;",Scrophulariaceae,"Not Listed","Penstemon cobaea purpureus",https://live.staticflickr.com/65535/53411607475_8fae853cc1_b.jpg,https://www.missouribotanicalgarden.org/PlantFinder/FullImageDisplay.aspx?documentid=104189
32,"Cleft, phlox","AR, IL, IN, KY, MO, TN;",Polemoniaceae,"Not Listed","Phlox bifida stellaria",https://live.staticflickr.com/65535/53411493179_533a57da7e_z.jpg,https://www.wildflower.org/gallery/result.php?id_image=47260
33,"Missouri bladderpod","AR, MO; U.S.A. (MO, AR)",Brassicaceae,Threatened,"Physaria filiformis",https://live.staticflickr.com/65535/53411607585_f748e592f5_m.jpg,https://en.wikipedia.org/wiki/Physaria_filiformis#/media/File:Lesquerella_filiformis.jpg
34,"Heart-leaved plantain","AL, AR, DC, GA, IA, IL, IN, KY, MD, MI, MO, NC, NY, OH, TN, VA, WI; Canada (Ont.)",Plantaginaceae,"Not Listed","Plantago cordata",https://live.staticflickr.com/65535/53411161891_d3bdc2938a_z.jpg,https://www.wildflower.org/gallery/result.php?id_image=46267
35,"Eastern prairie fringed orchid","AR, IA, IL, IN, ME, MI, MN, MO, OH, PA, VA, WI, WV; Canada (N.B,Ont.); U.S.A. (WI, VA, PA, OK, OH, NY, NJ, NE, MO, MI, ME, IN, IL, IA, AR), Canada (Ont., N.B.)",Orchidaceae,Threatened,"Platanthera leucophaea",https://live.staticflickr.com/65535/53411161886_edc202cacb_z.jpg,https://www.wildflower.org/gallery/result.php?id_image=90409
36,"Purple fringeless orchid","AL, AR, DE, GA, IL, IN, KY, MD, MO, MS, NC, NJ, NY, OH, PA, SC, TN, VA, WV;",Orchidaceae,"Not Listed","Platanthera peramoena",https://live.staticflickr.com/65535/53411493144_088e4a7b07_z.jpg,https://www.wildflower.org/gallery/result.php?id_image=44873
37,"Western prairie fringed Orchid","CO, IA, KS, MN, MO, ND, NE, SD, WY; Canada (Man.); U.S.A. (SD, OK, NE, ND, MO, MN, KS, IA), Canada (Man.)",Orchidaceae,Threatened,"Platanthera praeclara",https://live.staticflickr.com/65535/53411337558_432d47e79c_z.jpg,https://www.wildflower.org/gallery/result.php?id_image=6971
38,"Lake Erie pinkweed","MO, OH; Canada (Ont.)",Polygonaceae,"Not Listed","Polygonum pensylvanicum eglandulosum",https://live.staticflickr.com/65535/53411337678_f8ca95b3e2_z.jpg,https://www.wildflower.org/gallery/result.php?id_image=49626
39,"No common name","IL, IN, KY, LA, MI, MO, NC, NY, OH, OK, SC, TN, VA, VT, WI;",Brassicaceae,"Not Listed","Rorippa aquatica",https://live.staticflickr.com/65535/53411607465_b3ae7e6399_z.jpg,https://www.missouriplants.com/Rorippa_aquatica_page.html
40,"No common name","IL, MI, MO;",Rosaceae,"Not Listed","Rubus missouricus",https://live.staticflickr.com/65535/53411493069_c12db95ae7_n.jpg,https://swbiodiversity.org/seinet/taxa/index.php?taxon=99021&clid=3512
41,"Hall's bulrush","AL, GA, IA, IL, IN, KS, KY, MA, MI, MO, NE, OH, OK, SC, TX, WI; Wherever found",Cyperaceae,"Not Listed","Schoenoplectiella hallii",https://live.staticflickr.com/65535/53410240617_3b6f26156c_n.jpg,https://tennessee-kentucky.plantatlas.usf.edu/plant.aspx?id=1704#plant-photos
42,"[Unnamed] skullcap","DE, GA, IN, KY, MO, NC, OH, PA, TN, VA, WV;",Lamiaceae,"Not Listed","Scutellaria saxatilis",https://live.staticflickr.com/65535/53411493054_4aa9124138_n.jpg,https://tennessee-kentucky.plantatlas.usf.edu/plant.aspx?id=2913#plant-photos 
43,"Royal catchfly","AL, AR, GA, IL, IN, KS, KY, MO, OH, OK;",Caryophyllaceae,"Not Listed","Silene regia",https://live.staticflickr.com/65535/53411161881_8120262255_z.jpg,https://www.wildflower.org/gallery/result.php?id_image=45065 
44,"Bald grass","AL, IL, IN, KY, LA, MO, MS, OK, TN, TX;",Poaceae,"Not Listed","Sporobolus vaginiflorus var. ozarkanus",https://live.staticflickr.com/65535/53411161751_1be4dbf983_z.jpg,https://www.wildflower.org/gallery/result.php?id_image=16888
45,"[Unnamed] sullivantia","IA, IN, KY, MN, MO, OH, VA, WI;",Saxifragaceae,"Not Listed","Sullivantia sullivantii",https://live.staticflickr.com/65535/53410240682_3a5345e953_z.jpg,https://www.wildflower.org/gallery/result.php?id_image=88538
46,"Purple false-foxglove","IA, IL, IN, KS, KY, LA, MI, MO, OH, WI;",Scrophulariaceae,"Not Listed","Agalinis skinneriana",https://live.staticflickr.com/65535/53411493049_e614598447_h.jpg,https://tennessee-kentucky.plantatlas.usf.edu/plant.aspx?id=2825#plant-photos
47,"No common name","AR, MO, OK;",Commelinaceae,"Not Listed","Tradescantia ozarkana",https://live.staticflickr.com/65535/53411493039_e741f6184c_b.jpg,https://en.wikipedia.org/wiki/Tradescantia_ozarkana#/media/File:Tradescantia_ozarkana_Arkansas_2014.jpg
48,"Running buffalo clover","AR, IN, KY, MO, OH, PA, WV; ; U.S.A. (WV, OH, MO, KY, KS, IN, IL, AR)",Fabaceae,Recovery,"Trifolium stoloniferum",https://live.staticflickr.com/65535/53411161701_62b46ec8e5_n.jpg,https://en.wikipedia.org/wiki/Trifolium_stoloniferum#/media/File:Trifolium_stoloniferum.jpg
49,"Least, Ozark trillium","AR, KY, MO, OK, TN;",Liliaceae,"Not Listed","Trillium pusillum ozarkanum",https://live.staticflickr.com/65535/53411161726_2845707496_z.jpg,https://www.wildflower.org/gallery/result.php?id_image=66541
50,"No common name",MO;,Ericaceae,"Not Listed","Vaccinium pallidum",https://live.staticflickr.com/65535/53411337513_dba477bd53_z.jpg,https://www.wildflower.org/gallery/result.php?id_image=43797
